sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR9696284	Homo sapiens	9606	S	9859824	3340	9863164	0.99515
SRR9696284	Candidatus Saccharibacteria bacterium oral taxon 955	2572087	S	1	0	1	0.00000
SRR9696284	Deinococcus soli Cha et al. 2016	1309411	S	1	0	1	0.00000
SRR9696284	Klebsiella pneumoniae	573	S	2	15167	15169	0.00153
SRR9696284	Corynebacterium segmentosum	43990	S	8043	414	8457	0.00085
SRR9696284	Cutibacterium granulosum	33011	S	6928	201	7129	0.00072
SRR9696284	Staphylococcus epidermidis	1282	S	3323	512	3835	0.00039
SRR9696284	Cutibacterium acnes	1747	S	3273	38	3311	0.00033
SRR9696284	Micrococcus luteus	1270	S	1126	821	1947	0.00020
SRR9696284	Cutibacterium avidum	33010	S	254	5	259	0.00003
SRR9696284	Micrococcus sp. KBS0714	1179670	S	56	257	313	0.00003
SRR9696284	Corynebacterium diphtheriae	1717	S	144	79	223	0.00002
SRR9696284	Peptoniphilus harei	54005	S	199	20	219	0.00002
SRR9696284	Streptococcus mitis	28037	S	167	29	196	0.00002
SRR9696284	Pseudomonas tolaasii	29442	S	150	16	166	0.00002
SRR9696284	Corynebacterium striatum	43770	S	114	38	152	0.00002
SRR9696284	Haemophilus parainfluenzae	729	S	81	10	91	0.00001
SRR9696284	Finegoldia magna	1260	S	72	18	90	0.00001
SRR9696284	Corynebacterium glutamicum	1718	S	6	83	89	0.00001
SRR9696284	Corynebacterium simulans	146827	S	62	23	85	0.00001
SRR9696284	Corynebacterium aurimucosum	169292	S	69	10	79	0.00001
SRR9696284	Corynebacterium singulare	161899	S	58	12	70	0.00001
SRR9696284	Bacillus thuringiensis	1428	S	59	10	69	0.00001
SRR9696284	Anaerococcus prevotii	33034	S	54	12	66	0.00001
SRR9696284	Lawsonella clevelandensis	1528099	S	63	2	65	0.00001
SRR9696284	Streptococcus agalactiae	1311	S	15	43	58	0.00001
SRR9696284	Anaerococcus mediterraneensis	1870984	S	42	16	58	0.00001
SRR9696284	Staphylococcus hominis	1290	S	53	4	57	0.00001
SRR9696284	Corynebacterium stationis	1705	S	48	7	55	0.00001
SRR9696284	Streptococcus pneumoniae	1313	S	38	16	54	0.00001
SRR9696284	Corynebacterium jeikeium	38289	S	34	20	54	0.00001
SRR9696284	Staphylococcus aureus	1280	S	44	8	52	0.00001
SRR9696284	Corynebacterium camporealensis	161896	S	45	4	49	0.00000
SRR9696284	Rothia mucilaginosa	43675	S	44	1	45	0.00000
SRR9696284	Corynebacterium ammoniagenes	1697	S	40	5	45	0.00000
SRR9696284	Propionibacterium virus P1001	1982263	S	27	43	70	0.00001
SRR9696284	Corynebacterium flavescens	28028	S	41	2	43	0.00000
