sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145058	Candidatus Accumulibacter	327159	G	36	33	69	0.00001
SRR6145058	Candidatus Methylospira	1808977	G	5	40	45	0.00000
SRR6145058	Candidatus Pelagibacter	198251	G	23	7	30	0.00000
SRR6145058	Candidatus Methylopumilus	1679002	G	16	13	29	0.00000
SRR6145058	Candidatus Saccharimonas	1331051	G	11	12	23	0.00000
SRR6145058	Candidatus Solibacter	332162	G	18	0	18	0.00000
SRR6145058	Candidatus Planktophila	622681	G	17	1	18	0.00000
SRR6145058	Candidatus Promineofilum	1988031	G	16	0	16	0.00000
SRR6145058	Candidatus Phaeomarinobacter	1541445	G	13	1	14	0.00000
SRR6145058	Candidatus Thioglobus	655184	G	5	4	9	0.00000
SRR6145058	Candidatus Nitrosotenuis	1825023	G	9	0	9	0.00000
SRR6145058	Candidatus Symbiobacter	1436289	G	7	0	7	0.00000
SRR6145058	Candidatus Nitrosopelagicus	1593364	G	7	0	7	0.00000
SRR6145058	Candidatus Nitrosocosmicus	1826864	G	7	0	7	0.00000
SRR6145058	Candidatus Kuenenia	380738	G	7	0	7	0.00000
SRR6145058	Candidatus Koribacter	658061	G	7	0	7	0.00000
SRR6145058	Candidatus Kinetoplastibacterium	33055	G	10	-3	7	0.00000
SRR6145058	Candidatus Hamiltonella	568987	G	5	2	7	0.00000
SRR6145058	Candidatus Bipolaricaulis	2250122	G	2	5	7	0.00000
SRR6145058	Candidatus Aquiluna	529881	G	7	0	7	0.00000
SRR6145058	Candidatus Nanopelagicus	2039639	G	6	0	6	0.00000
SRR6145058	Candidatus Vesicomyosocius	2732587	G	3	2	5	0.00000
SRR6145058	Candidatus Phytoplasma	33926	G	5	0	5	0.00000
SRR6145058	Candidatus Izimaplasma	1912503	G	4	1	5	0.00000
SRR6145058	Candidatus Cardinium	273135	G	5	0	5	0.00000
SRR6145058	Candidatus Puniceispirillum	767891	G	4	0	4	0.00000
SRR6145058	Candidatus Protochlamydia	282132	G	4	0	4	0.00000
SRR6145058	Candidatus Prometheoarchaeum	2732160	G	4	0	4	0.00000
SRR6145058	Candidatus Cyclonatronum	2489367	G	4	0	4	0.00000
SRR6145058	Candidatus Blochmannia	203804	G	4	0	4	0.00000
SRR6145058	Candidatus Azobacteroides	511434	G	4	0	4	0.00000
SRR6145058	Candidatus Reidiella	2738850	G	3	0	3	0.00000
SRR6145058	Candidatus Profftella	1381133	G	3	0	3	0.00000
SRR6145058	Candidatus Nucleicultrix	1509243	G	3	0	3	0.00000
SRR6145058	Candidatus Nitrosotalea	1078904	G	3	0	3	0.00000
SRR6145058	Candidatus Nitrosoglobus	1980513	G	3	0	3	0.00000
SRR6145058	Candidatus Fonsibacter	2045213	G	3	0	3	0.00000
SRR6145058	Candidatus Desulforudis	471826	G	3	0	3	0.00000
SRR6145058	Candidatus Arthromitus	49082	G	3	0	3	0.00000
SRR6145058	Candidatus Syntrophocurvum	2293313	G	2	0	2	0.00000
SRR6145058	Candidatus Portiera	235572	G	2	0	2	0.00000
SRR6145058	Candidatus Phycorickettsia	2115980	G	2	0	2	0.00000
SRR6145058	Candidatus Paracaedibacter	1521255	G	2	0	2	0.00000
SRR6145058	Candidatus Nitrotoga	453161	G	2	0	2	0.00000
SRR6145058	Candidatus Hodgkinia	573657	G	2	0	2	0.00000
SRR6145058	Candidatus Gullanella	1906661	G	2	0	2	0.00000
SRR6145058	Candidatus Evansia	1495768	G	2	0	2	0.00000
SRR6145058	Candidatus Endolissoclinum	1263978	G	2	0	2	0.00000
SRR6145058	Candidatus Doolittlea	1906657	G	2	0	2	0.00000
SRR6145058	Candidatus Deianiraea	2603321	G	2	0	2	0.00000
