sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145058	Homo sapiens	9606	S	7868181	4955	7873136	0.86056
SRR6145058	Candidatus Saccharibacteria bacterium oral taxon 957	2572088	S	38	18	56	0.00001
SRR6145058	Candidatus Saccharibacteria bacterium oral taxon 955	2572087	S	7	7	14	0.00000
SRR6145058	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	S	7	1	8	0.00000
SRR6145058	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	1	0	1	0.00000
SRR6145058	Deinococcus soli Cha et al. 2016	1309411	S	105	31	136	0.00001
SRR6145058	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	1261031	S	8	2	10	0.00000
SRR6145058	Candidatus Saccharibacteria bacterium oral taxon 488	713059	S	189	66	255	0.00003
SRR6145058	Cutibacterium acnes	1747	S	468607	9585	478192	0.05227
SRR6145058	Sphingomonas ginsengisoli An et al. 2013	363835	S	75	1	76	0.00001
SRR6145058	Lymphocystis disease virus - isolate China	256729	S	1	0	1	0.00000
SRR6145058	Micrococcus luteus	1270	S	25043	14493	39536	0.00432
SRR6145058	Moraxella osloensis	34062	S	36531	1126	37657	0.00412
SRR6145058	Staphylococcus epidermidis	1282	S	26940	7660	34600	0.00378
SRR6145058	Staphylococcus hominis	1290	S	13986	1156	15142	0.00166
SRR6145058	Streptococcus mitis	28037	S	10661	2365	13026	0.00142
SRR6145058	Staphylococcus warneri	1292	S	5600	7383	12983	0.00142
SRR6145058	Staphylococcus saprophyticus	29385	S	11846	970	12816	0.00140
SRR6145058	Cutibacterium granulosum	33011	S	11306	421	11727	0.00128
SRR6145058	Paraburkholderia fungorum	134537	S	10489	760	11249	0.00123
SRR6145058	Corynebacterium segmentosum	43990	S	9309	409	9718	0.00106
SRR6145058	Actinomyces oris	544580	S	5400	4238	9638	0.00105
SRR6145058	Actinomyces naeslundii	1655	S	4749	3876	8625	0.00094
SRR6145058	Staphylococcus sciuri	1296	S	8203	260	8463	0.00093
SRR6145058	Acinetobacter junii	40215	S	7146	809	7955	0.00087
SRR6145058	Corynebacterium ureicelerivorans	401472	S	7310	544	7854	0.00086
SRR6145058	Neisseria mucosa	488	S	6366	1420	7786	0.00085
SRR6145058	Tsukamurella tyrosinosolvens	57704	S	6952	779	7731	0.00085
SRR6145058	Staphylococcus capitis	29388	S	6674	556	7230	0.00079
SRR6145058	Streptococcus pneumoniae	1313	S	3088	3810	6898	0.00075
SRR6145058	Corynebacterium matruchotii	43768	S	6751	45	6796	0.00074
SRR6145058	Streptococcus oralis	1303	S	4555	1790	6345	0.00069
SRR6145058	Haemophilus parainfluenzae	729	S	5664	426	6090	0.00067
SRR6145058	Staphylococcus aureus	1280	S	1802	4175	5977	0.00065
SRR6145058	Staphylococcus phage IME1361_01	1965490	S	1	5898	5899	0.00064
SRR6145058	Acinetobacter schindleri	108981	S	4813	897	5710	0.00062
SRR6145058	Chryseobacterium taklimakanense	536441	S	4840	524	5364	0.00059
SRR6145058	Streptococcus sanguinis	1305	S	4853	231	5084	0.00056
SRR6145058	Acinetobacter baumannii	470	S	953	3934	4887	0.00053
SRR6145058	Kytococcus sedentarius	1276	S	4494	292	4786	0.00052
SRR6145058	Dermacoccus nishinomiyaensis	1274	S	4590	185	4775	0.00052
SRR6145058	Veillonella parvula	29466	S	4505	174	4679	0.00051
SRR6145058	Janibacter indicus	857417	S	4190	402	4592	0.00050
SRR6145058	Streptococcus gordonii	1302	S	4286	255	4541	0.00050
SRR6145058	Cutibacterium avidum	33010	S	4380	145	4525	0.00049
SRR6145058	Staphylococcus pasteuri	45972	S	2921	1570	4491	0.00049
SRR6145058	Rothia dentocariosa	2047	S	4260	147	4407	0.00048
SRR6145058	Micrococcus sp. KBS0714	1179670	S	1105	4322	5427	0.00059
SRR6145058	Paracoccus sanguinis	1545044	S	3661	407	4068	0.00044
SRR6145058	Gemella haemolysans	1379	S	3686	121	3807	0.00042
SRR6145058	Kocuria palustris	71999	S	3576	204	3780	0.00041
SRR6145058	Rothia mucilaginosa	43675	S	3508	59	3567	0.00039
SRR6145058	Staphylococcus cohnii	29382	S	3187	271	3458	0.00038
SRR6145058	Gordonia terrae	2055	S	2527	868	3395	0.00037
SRR6145058	Paracoccus yeei	147645	S	1761	1629	3390	0.00037
SRR6145058	Deinococcus wulumuqiensis	980427	S	2999	294	3293	0.00036
SRR6145058	Finegoldia magna	1260	S	2931	272	3203	0.00035
SRR6145058	Dietzia timorensis	499555	S	2572	520	3092	0.00034
SRR6145058	Lautropia mirabilis	47671	S	2753	159	2912	0.00032
SRR6145058	Staphylococcus haemolyticus	1283	S	2306	519	2825	0.00031
SRR6145058	Halomonas hydrothermalis	115561	S	2561	252	2813	0.00031
SRR6145058	Serratia marcescens	615	S	1712	1078	2790	0.00030
SRR6145058	Actinomyces viscosus	1656	S	2534	96	2630	0.00029
SRR6145058	Stenotrophomonas maltophilia	40324	S	1618	957	2575	0.00028
SRR6145058	Gordonia bronchialis	2054	S	2284	137	2421	0.00026
SRR6145058	Gordonia sp. JH63	2698900	S	2077	2367	4444	0.00049
SRR6145058	Neisseria subflava	28449	S	1902	388	2290	0.00025
SRR6145058	Tsukamurella paurometabola	2061	S	2055	221	2276	0.00025
SRR6145058	Corynebacterium kroppenstedtii	161879	S	2220	41	2261	0.00025
SRR6145058	Corynebacterium sanguinis	2594913	S	1909	345	2254	0.00025
SRR6145058	Prevotella melaninogenica	28132	S	1995	253	2248	0.00025
SRR6145058	Escherichia coli	562	S	115	2010	2125	0.00023
SRR6145058	Acinetobacter johnsonii	40214	S	1280	748	2028	0.00022
SRR6145058	Schaalia odontolytica	1660	S	1915	68	1983	0.00022
SRR6145058	Pseudomonas aeruginosa	287	S	359	1579	1938	0.00021
SRR6145058	Rothia aeria	172042	S	1856	66	1922	0.00021
SRR6145058	Rhodococcus sp. PBTS 1	1653478	S	1844	104	1948	0.00021
SRR6145058	Neisseria elongata	495	S	1660	174	1834	0.00020
SRR6145058	Capnocytophaga sputigena	1019	S	1659	173	1832	0.00020
SRR6145058	Streptococcus cristatus	45634	S	1703	118	1821	0.00020
SRR6145058	Streptococcus gwangjuense	1433513	S	1354	458	1812	0.00020
SRR6145058	Fusobacterium nucleatum	851	S	1528	196	1724	0.00019
SRR6145058	Dolosigranulum pigrum	29394	S	1638	24	1662	0.00018
SRR6145058	Deinococcus radiodurans	1299	S	1494	128	1622	0.00018
SRR6145058	Klebsiella pneumoniae	573	S	185	1435	1620	0.00018
SRR6145058	Kocuria indica	1049583	S	893	698	1591	0.00017
SRR6145058	Brevundimonas diminuta	293	S	746	839	1585	0.00017
SRR6145058	Microbacterium aurum	36805	S	1420	111	1531	0.00017
SRR6145058	Pseudomonas stutzeri	316	S	1307	219	1526	0.00017
SRR6145058	Streptococcus salivarius	1304	S	886	612	1498	0.00016
SRR6145058	Sphingomonas melonis	152682	S	761	705	1466	0.00016
SRR6145058	Chryseobacterium haifense	421525	S	1212	237	1449	0.00016
SRR6145058	Roseomonas mucosa	207340	S	417	979	1396	0.00015
SRR6145058	Corynebacterium striatum	43770	S	1060	316	1376	0.00015
SRR6145058	Sphingobacterium lactis	797291	S	1288	81	1369	0.00015
SRR6145058	Lawsonella clevelandensis	1528099	S	1317	23	1340	0.00015
SRR6145058	Dietzia lutea	546160	S	1159	146	1305	0.00014
SRR6145058	Corynebacterium jeikeium	38289	S	805	493	1298	0.00014
SRR6145058	Pseudomonas putida	303	S	724	570	1294	0.00014
SRR6145058	Corynebacterium simulans	146827	S	965	306	1271	0.00014
SRR6145058	Klebsiella michiganensis	1134687	S	124	1113	1237	0.00014
SRR6145058	Neisseria meningitidis	487	S	507	716	1223	0.00013
SRR6145058	Streptococcus pseudopneumoniae	257758	S	801	384	1185	0.00013
SRR6145058	Delftia tsuruhatensis	180282	S	623	560	1183	0.00013
SRR6145058	Acinetobacter pittii	48296	S	720	442	1162	0.00013
SRR6145058	Prevotella intermedia	28131	S	1053	93	1146	0.00013
SRR6145058	Paracoccus contaminans	1945662	S	988	102	1090	0.00012
SRR6145058	Xanthomonas campestris	339	S	942	118	1060	0.00012
SRR6145058	Brevundimonas naejangsanensis	588932	S	894	97	991	0.00011
SRR6145058	Janibacter melonis	262209	S	927	59	986	0.00011
SRR6145058	Porphyromonas gingivalis	837	S	863	74	937	0.00010
SRR6145058	Corynebacterium singulare	161899	S	759	144	903	0.00010
SRR6145058	Haemophilus haemolyticus	726	S	750	131	881	0.00010
SRR6145058	Aquabacterium olei	1296669	S	749	123	872	0.00010
SRR6145058	Streptococcus australis	113107	S	697	173	870	0.00010
SRR6145058	Brevundimonas vancanneytii	1325724	S	280	568	848	0.00009
SRR6145058	Janibacter limosus	53458	S	795	52	847	0.00009
SRR6145058	Haemophilus influenzae	727	S	461	369	830	0.00009
SRR6145058	Pseudomonas oryzihabitans	47885	S	801	25	826	0.00009
SRR6145058	Lysobacter enzymogenes	69	S	709	117	826	0.00009
SRR6145058	Leptotrichia wadei	157687	S	707	112	819	0.00009
SRR6145058	Streptococcus pyogenes	1314	S	106	708	814	0.00009
SRR6145058	Corynebacterium diphtheriae	1717	S	262	546	808	0.00009
SRR6145058	Pseudomonas alcaligenes	43263	S	768	31	799	0.00009
SRR6145058	Acinetobacter ursingii	108980	S	726	67	793	0.00009
SRR6145058	Chryseobacterium sp. F5649	2487071	S	792	784	1576	0.00017
SRR6145058	Bacillus cereus	1396	S	486	287	773	0.00008
SRR6145058	Gemella morbillorum	29391	S	677	74	751	0.00008
SRR6145058	Sphingobium yanoikuyae	13690	S	353	393	746	0.00008
SRR6145058	Chryseobacterium sp. H6466	2487072	S	693	742	1435	0.00016
SRR6145058	Corynebacterium mycetoides	38302	S	611	116	727	0.00008
SRR6145058	Staphylococcus auricularis	29379	S	708	16	724	0.00008
SRR6145058	Corynebacterium aurimucosum	169292	S	638	78	716	0.00008
SRR6145058	Mycolicibacterium gilvum	1804	S	445	270	715	0.00008
SRR6145058	Leptotrichia hongkongensis	554406	S	599	115	714	0.00008
SRR6145058	Pseudopropionibacterium propionicum	1750	S	704	6	710	0.00008
SRR6145058	Corynebacterium minutissimum	38301	S	636	65	701	0.00008
SRR6145058	Staphylococcus sp. AntiMn-1	1715860	S	30	679	709	0.00008
SRR6145058	Capnocytophaga gingivalis	1017	S	659	20	679	0.00007
SRR6145058	Abiotrophia defectiva	46125	S	660	6	666	0.00007
SRR6145058	Acinetobacter lwoffii	28090	S	337	328	665	0.00007
SRR6145058	Neisseria flavescens	484	S	500	164	664	0.00007
SRR6145058	Streptococcus sp. NPS 308	1902136	S	649	155	804	0.00009
SRR6145058	Peptoniphilus harei	54005	S	611	32	643	0.00007
SRR6145058	Microbacterium paraoxydans	199592	S	171	458	629	0.00007
SRR6145058	Corynebacterium genitalium	38288	S	595	31	626	0.00007
SRR6145058	Acinetobacter indicus	756892	S	546	77	623	0.00007
SRR6145058	Acinetobacter haemolyticus	29430	S	512	104	616	0.00007
SRR6145058	Stenotrophomonas sp. pho	2211160	S	203	606	809	0.00009
SRR6145058	Brevibacterium luteolum	199591	S	553	45	598	0.00007
SRR6145058	Pauljensenia hongkongensis	178339	S	556	33	589	0.00006
SRR6145058	Brevibacterium linens	1703	S	386	203	589	0.00006
SRR6145058	Streptococcus thermophilus	1308	S	454	127	581	0.00006
SRR6145058	Kocuria sp. KD4	2719588	S	786	575	1361	0.00015
SRR6145058	Fusobacterium pseudoperiodonticum	2663009	S	477	96	573	0.00006
SRR6145058	Sulfitobacter donghicola	421000	S	4	555	559	0.00006
SRR6145058	Rhizobium pusense	648995	S	132	419	551	0.00006
SRR6145058	Veillonella dispar	39778	S	520	28	548	0.00006
SRR6145058	Actinomyces radicidentis	111015	S	514	31	545	0.00006
SRR6145058	Brevundimonas vesicularis	41276	S	272	272	544	0.00006
SRR6145058	Staphylococcus caprae	29380	S	487	46	533	0.00006
SRR6145058	Epidermidibacterium keratini	1891644	S	528	5	533	0.00006
SRR6145058	Methylorubrum populi	223967	S	399	133	532	0.00006
SRR6145058	Cardiobacterium hominis	2718	S	519	12	531	0.00006
SRR6145058	Lysobacter oculi	2698682	S	495	33	528	0.00006
SRR6145058	Brevundimonas mediterranea	74329	S	464	63	527	0.00006
SRR6145058	Methylobacterium sp. XJLW	739141	S	67	525	592	0.00006
SRR6145058	Staphylococcus nepalensis	214473	S	504	17	521	0.00006
SRR6145058	Roseomonas sp. FDAARGOS_362	2018065	S	287	519	806	0.00009
SRR6145058	Prevotella denticola	28129	S	478	38	516	0.00006
SRR6145058	Moraxella catarrhalis	480	S	504	9	513	0.00006
SRR6145058	Corynebacterium imitans	156978	S	473	37	510	0.00006
SRR6145058	Stenotrophomonas sp. Pemsol	2040586	S	205	508	713	0.00008
SRR6145058	Gordonia polyisoprenivorans	84595	S	494	12	506	0.00006
SRR6145058	Methylobacterium radiotolerans	31998	S	159	346	505	0.00006
SRR6145058	Leptotrichia buccalis	40542	S	434	69	503	0.00005
SRR6145058	Gardnerella vaginalis	2702	S	485	7	492	0.00005
SRR6145058	Corynebacterium glutamicum	1718	S	39	453	492	0.00005
SRR6145058	Salmonella enterica	28901	S	44	438	482	0.00005
SRR6145058	Corynebacterium glaucum	187491	S	453	17	470	0.00005
SRR6145058	Mycolicibacterium mageritense	53462	S	405	51	456	0.00005
SRR6145058	Mycolicibacterium aurum	1791	S	414	41	455	0.00005
SRR6145058	Dietzia psychralcaliphila	139021	S	427	28	455	0.00005
SRR6145058	Corynebacterium riegelii	156976	S	421	30	451	0.00005
SRR6145058	Haemophilus parahaemolyticus	735	S	433	17	450	0.00005
SRR6145058	Streptococcus mutans	1309	S	404	43	447	0.00005
SRR6145058	Corynebacterium xerosis	1725	S	400	43	443	0.00005
SRR6145058	Agrobacterium tumefaciens	358	S	280	159	439	0.00005
SRR6145058	Brachybacterium saurashtrense	556288	S	383	53	436	0.00005
SRR6145058	Mycolicibacterium poriferae	39694	S	85	347	432	0.00005
SRR6145058	Aggregatibacter aphrophilus	732	S	395	34	429	0.00005
SRR6145058	Streptococcus vestibularis	1343	S	344	80	424	0.00005
SRR6145058	Dietzia sp. DQ12-45-1b	912801	S	71	424	495	0.00005
SRR6145058	Mycolicibacterium psychrotolerans	216929	S	385	38	423	0.00005
SRR6145058	Klebsiella oxytoca	571	S	137	286	423	0.00005
