sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145058	Candidatus Brocadiae	2517206	C	7	0	7	0.00000
SRR6145058	Mammalia	40674	C	7868181	4955	7873136	0.86056
SRR6145058	Actinobacteria	1760	C	758302	1156	759458	0.08301
SRR6145058	Bacilli	91061	C	162662	21964	184626	0.02018
SRR6145058	Gammaproteobacteria	1236	C	119231	5441	124672	0.01363
SRR6145058	Alphaproteobacteria	28211	C	71413	806	72219	0.00789
SRR6145058	Betaproteobacteria	28216	C	51477	1525	53002	0.00579
SRR6145058	Flavobacteriia	117743	C	19023	187	19210	0.00210
SRR6145058	Caudoviricetes	2731619	C	3961	7348	11309	0.00124
SRR6145058	Deinococci	188787	C	7469	1391	8860	0.00097
SRR6145058	Bacteroidia	200643	C	8372	12	8384	0.00092
SRR6145058	Fusobacteriia	203490	C	6374	24	6398	0.00070
SRR6145058	Negativicutes	909932	C	6235	6	6241	0.00068
SRR6145058	Tissierellia	1737404	C	4619	252	4871	0.00053
SRR6145058	Sphingobacteriia	117747	C	2987	75	3062	0.00033
SRR6145058	Clostridia	186801	C	2449	70	2519	0.00028
SRR6145058	Deltaproteobacteria	28221	C	1933	3	1936	0.00021
SRR6145058	Planctomycetia	203683	C	659	704	1363	0.00015
SRR6145058	Epsilonproteobacteria	29547	C	1102	0	1102	0.00012
SRR6145058	Spirochaetia	203692	C	685	356	1041	0.00011
SRR6145058	Cytophagia	768503	C	888	0	888	0.00010
SRR6145058	Halobacteria	183963	C	692	0	692	0.00008
SRR6145058	Coriobacteriia	84998	C	606	2	608	0.00007
SRR6145058	Rubrobacteria	84995	C	344	0	344	0.00004
SRR6145058	Chitinophagia	1853228	C	252	78	330	0.00004
SRR6145058	Papovaviricetes	2732421	C	208	-14	194	0.00002
SRR6145058	Mollicutes	31969	C	196	6	202	0.00002
SRR6145058	Verrucomicrobiae	203494	C	79	16	95	0.00001
SRR6145058	Thermoprotei	183924	C	57	18	75	0.00001
SRR6145058	Thermoleophilia	1497346	C	134	1	135	0.00001
SRR6145058	Phycisphaerae	666505	C	51	1	52	0.00001
SRR6145058	Opitutae	414999	C	119	1	120	0.00001
SRR6145058	Oligoflexia	1553900	C	97	0	97	0.00001
SRR6145058	Nitriliruptoria	908620	C	133	0	133	0.00001
SRR6145058	Methanomicrobia	224756	C	73	0	73	0.00001
SRR6145058	Methanococci	183939	C	49	0	49	0.00001
SRR6145058	Malgrandaviricetes	2732413	C	27	28	55	0.00001
SRR6145058	Hydrogenophilalia	2008785	C	71	1	72	0.00001
SRR6145058	Gemmatimonadetes	219685	C	134	0	134	0.00001
SRR6145058	Erysipelotrichia	526524	C	71	21	92	0.00001
SRR6145058	Acidobacteriia	204432	C	97	0	97	0.00001
SRR6145058	Acidimicrobiia	84992	C	102	20	122	0.00001
SRR6145058	Zetaproteobacteria	580370	C	9	0	9	0.00000
SRR6145058	Vicinamibacteria	1813735	C	37	0	37	0.00000
SRR6145058	Thermotogae	188708	C	37	-4	33	0.00000
SRR6145058	Thermoplasmata	183967	C	13	0	13	0.00000
SRR6145058	Thermomicrobia	189775	C	28	0	28	0.00000
SRR6145058	Thermodesulfobacteria	67799	C	9	0	9	0.00000
SRR6145058	Thermococci	183968	C	28	0	28	0.00000
SRR6145058	Tepidiformia	2682225	C	17	0	17	0.00000
SRR6145058	Tectiliviricetes	2732529	C	1	0	1	0.00000
SRR6145058	Synergistia	649775	C	28	0	28	0.00000
SRR6145058	Stelpaviricetes	2732507	C	1	0	1	0.00000
SRR6145058	Saprospiria	1937959	C	13	0	13	0.00000
SRR6145058	Revtraviricetes	2732514	C	7	0	7	0.00000
SRR6145058	Resentoviricetes	2732459	C	1	0	1	0.00000
SRR6145058	Pokkesviricetes	2732525	C	10	0	10	0.00000
SRR6145058	Pisoniviricetes	2732506	C	2	0	2	0.00000
SRR6145058	Nitrospira	203693	C	43	0	43	0.00000
SRR6145058	Nitrososphaeria	1643678	C	10	14	24	0.00000
SRR6145058	Methylacidiphilae	1955630	C	4	0	4	0.00000
SRR6145058	Methanopyri	183988	C	1	0	1	0.00000
SRR6145058	Methanobacteria	183925	C	29	0	29	0.00000
SRR6145058	Megaviricetes	2732523	C	13	0	13	0.00000
