sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR9696284	Candidatus Nanopelagicaceae	2162846	F	1	0	1	0.00000
SRR9696284	Hominidae	9604	F	9859824	3340	9863164	0.99515
SRR9696284	Enterobacteriaceae	543	F	87	15182	15269	0.00154
SRR9696284	Propionibacteriaceae	31957	F	10601	160	10761	0.00109
SRR9696284	Corynebacteriaceae	1653	F	10234	130	10364	0.00105
SRR9696284	Staphylococcaceae	90964	F	3757	320	4077	0.00041
SRR9696284	Micrococcaceae	1268	F	2300	118	2418	0.00024
SRR9696284	Streptococcaceae	1300	F	558	20	578	0.00006
SRR9696284	Siphoviridae	10699	F	530	10	540	0.00005
SRR9696284	Peptoniphilaceae	1570339	F	407	54	461	0.00005
SRR9696284	Pseudomonadaceae	135621	F	279	9	288	0.00003
SRR9696284	Nocardiaceae	85025	F	85	69	154	0.00002
SRR9696284	Microbacteriaceae	85023	F	147	2	149	0.00002
SRR9696284	Xanthomonadaceae	32033	F	86	3	89	0.00001
SRR9696284	Streptomycetaceae	2062	F	141	1	142	0.00001
SRR9696284	Rhodobacteraceae	31989	F	129	-1	128	0.00001
SRR9696284	Pseudonocardiaceae	2070	F	57	-2	55	0.00001
SRR9696284	Prevotellaceae	171552	F	57	0	57	0.00001
SRR9696284	Pasteurellaceae	712	F	124	9	133	0.00001
SRR9696284	Nocardioidaceae	85015	F	85	1	86	0.00001
SRR9696284	Mycobacteriaceae	1762	F	134	2	136	0.00001
SRR9696284	Moraxellaceae	468	F	88	6	94	0.00001
SRR9696284	Lactobacillaceae	33958	F	60	2	62	0.00001
SRR9696284	Intrasporangiaceae	85021	F	52	1	53	0.00001
SRR9696284	Flavobacteriaceae	49546	F	64	2	66	0.00001
SRR9696284	Erwiniaceae	1903409	F	53	1	54	0.00001
SRR9696284	Clostridiaceae	31979	F	75	0	75	0.00001
SRR9696284	Burkholderiaceae	119060	F	92	9	101	0.00001
SRR9696284	Bradyrhizobiaceae	41294	F	50	1	51	0.00001
SRR9696284	Bacillaceae	186817	F	108	32	140	0.00001
SRR9696284	Actinomycetaceae	2049	F	84	1	85	0.00001
SRR9696284	Acetobacteraceae	433	F	87	6	93	0.00001
SRR9696284	Zoogloeaceae	2008794	F	3	0	3	0.00000
SRR9696284	Yersiniaceae	1903411	F	7	0	7	0.00000
SRR9696284	Xanthobacteraceae	335928	F	2	0	2	0.00000
SRR9696284	Vicinamibacteraceae	2211325	F	5	0	5	0.00000
SRR9696284	Vibrionaceae	641	F	12	0	12	0.00000
SRR9696284	Verrucomicrobiaceae	203557	F	3	0	3	0.00000
SRR9696284	Veillonellaceae	31977	F	18	0	18	0.00000
SRR9696284	Vallitaleaceae	2603322	F	1	0	1	0.00000
SRR9696284	Tsukamurellaceae	85028	F	2	0	2	0.00000
SRR9696284	Tolypothrichaceae	119859	F	3	1	4	0.00000
SRR9696284	Tissierellaceae	1737406	F	2	0	2	0.00000
SRR9696284	Thioalkalispiraceae	1096778	F	1	0	1	0.00000
SRR9696284	Thermomonosporaceae	2012	F	7	0	7	0.00000
SRR9696284	Thermomicrobiaceae	189777	F	1	0	1	0.00000
SRR9696284	Thermococcaceae	2259	F	1	0	1	0.00000
SRR9696284	Thermoanaerobacterales Family III. Incertae Sedis	543371	F	3	0	3	0.00000
SRR9696284	Thermoanaerobacteraceae	186814	F	2	-2	0	0.00000
SRR9696284	Thermoactinomycetaceae	186824	F	2	0	2	0.00000
SRR9696284	Thermaceae	188786	F	6	0	6	0.00000
SRR9696284	Syntrophomonadaceae	68298	F	1	0	1	0.00000
SRR9696284	Syntrophaceae	213468	F	1	0	1	0.00000
SRR9696284	Synergistaceae	649777	F	2	1	3	0.00000
SRR9696284	Synechococcaceae	1890426	F	1	-1	0	0.00000
SRR9696284	Sulfolobaceae	118883	F	4	0	4	0.00000
SRR9696284	Streptosporangiaceae	2004	F	5	0	5	0.00000
SRR9696284	Sterolibacteriaceae	2008793	F	2	0	2	0.00000
SRR9696284	Sporolactobacillaceae	186821	F	2	0	2	0.00000
SRR9696284	Spongiibacteraceae	1706375	F	2	0	2	0.00000
SRR9696284	Spiroplasmataceae	2131	F	4	0	4	0.00000
SRR9696284	Spirochaetaceae	137	F	5	0	5	0.00000
SRR9696284	Sphingomonadaceae	41297	F	45	2	47	0.00000
SRR9696284	Sphingobacteriaceae	84566	F	8	0	8	0.00000
SRR9696284	Sphaerobacteraceae	85002	F	2	0	2	0.00000
SRR9696284	Solibacteraceae	332161	F	1	0	1	0.00000
SRR9696284	Silvanigrellaceae	2024974	F	1	0	1	0.00000
SRR9696284	Shewanellaceae	267890	F	11	0	11	0.00000
SRR9696284	Selenomonadaceae	1843491	F	5	0	5	0.00000
SRR9696284	Segniliparaceae	316606	F	1	0	1	0.00000
SRR9696284	Sedimentisphaeraceae	2483367	F	2	1	3	0.00000
SRR9696284	Sandaracinaceae	1055686	F	1	0	1	0.00000
SRR9696284	Ruminococcaceae	541000	F	5	0	5	0.00000
SRR9696284	Rubrobacteraceae	84997	F	2	0	2	0.00000
SRR9696284	Ruaniaceae	1331736	F	3	0	3	0.00000
SRR9696284	Roseiflexaceae	1508635	F	1	1	2	0.00000
SRR9696284	Rhodospirillaceae	41295	F	14	0	14	0.00000
SRR9696284	Rhodocyclaceae	75787	F	1	3	4	0.00000
SRR9696284	Rhodanobacteraceae	1775411	F	7	0	7	0.00000
SRR9696284	Rhizobiaceae	82115	F	40	8	48	0.00000
SRR9696284	Rhabdoviridae	11270	F	1	0	1	0.00000
SRR9696284	Puniceicoccaceae	415002	F	1	0	1	0.00000
SRR9696284	Pseudoalteromonadaceae	267888	F	2	0	2	0.00000
SRR9696284	Pseudanabaenaceae	1890436	F	1	0	1	0.00000
