sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR9696284	Candidatus Saccharibacteria	95818	P	1	0	1	0.00000
SRR9696284	Candidatus Geothermarchaeota	1935021	P	1	0	1	0.00000
SRR9696284	Chordata	7711	P	9859824	3340	9863164	0.99515
SRR9696284	Actinobacteria	201174	P	24640	36	24676	0.00249
SRR9696284	Proteobacteria	1224	P	1741	15144	16885	0.00170
SRR9696284	Firmicutes	1239	P	5328	294	5622	0.00057
SRR9696284	Uroviricota	2731618	P	533	9	542	0.00005
SRR9696284	Bacteroidetes	976	P	178	-2	176	0.00002
SRR9696284	Verrucomicrobia	74201	P	6	0	6	0.00000
SRR9696284	Thermotogae	200918	P	4	-1	3	0.00000
SRR9696284	Tenericutes	544448	P	19	0	19	0.00000
SRR9696284	Synergistetes	508458	P	2	0	2	0.00000
SRR9696284	Spirochaetes	203691	P	8	0	8	0.00000
SRR9696284	Planctomycetes	203682	P	26	0	26	0.00000
SRR9696284	Nitrospirae	40117	P	2	-2	0	0.00000
SRR9696284	Negarnaviricota	2497569	P	1	0	1	0.00000
SRR9696284	Kitrinoviricota	2732406	P	1	0	1	0.00000
SRR9696284	Hofneiviricota	2732410	P	1	0	1	0.00000
SRR9696284	Gemmatimonadetes	142182	P	3	0	3	0.00000
SRR9696284	Fusobacteria	32066	P	40	0	40	0.00000
SRR9696284	Euryarchaeota	28890	P	25	0	25	0.00000
SRR9696284	Deinococcus-Thermus	1297	P	8	0	8	0.00000
SRR9696284	Cyanobacteria	1117	P	25	-3	22	0.00000
SRR9696284	Crenarchaeota	28889	P	4	-1	3	0.00000
SRR9696284	Chloroflexi	200795	P	6	0	6	0.00000
SRR9696284	Chlorobi	1090	P	3	0	3	0.00000
SRR9696284	Chlamydiae	204428	P	2	0	2	0.00000
SRR9696284	Armatimonadetes	67819	P	2	0	2	0.00000
SRR9696284	Aquificae	200783	P	1	0	1	0.00000
SRR9696284	Acidobacteria	57723	P	6	0	6	0.00000
