sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145060	Candidatus Nanopelagicales	2039638	O	40	2	42	0.00001
SRR6145060	Candidatus Babeliales	2497644	O	5	31	36	0.00000
SRR6145060	Candidatus Nitrosocaldales	1968909	O	1	33	34	0.00000
SRR6145060	Candidatus Brocadiales	1127829	O	11	0	11	0.00000
SRR6145060	Primates	9443	O	6039591	2789	6042380	0.79620
SRR6145060	Propionibacteriales	85009	O	385840	5658	391498	0.05159
SRR6145060	Pseudomonadales	72274	O	198136	6264	204400	0.02693
SRR6145060	Bacillales	1385	O	140355	19837	160192	0.02111
SRR6145060	Micrococcales	85006	O	152825	5032	157857	0.02080
SRR6145060	Corynebacteriales	85007	O	110291	1969	112260	0.01479
SRR6145060	Lactobacillales	186826	O	70686	2083	72769	0.00959
SRR6145060	Rhizobiales	356	O	44551	712	45263	0.00596
SRR6145060	Burkholderiales	80840	O	41427	989	42416	0.00559
SRR6145060	Flavobacteriales	200644	O	37662	544	38206	0.00503
SRR6145060	Rhodobacterales	204455	O	25521	1968	27489	0.00362
SRR6145060	Sphingomonadales	204457	O	23966	679	24645	0.00325
SRR6145060	Enterobacterales	91347	O	19991	2120	22111	0.00291
SRR6145060	Oceanospirillales	135619	O	18689	216	18905	0.00249
SRR6145060	Actinomycetales	2037	O	17608	523	18131	0.00239
SRR6145060	Xanthomonadales	135614	O	17263	343	17606	0.00232
SRR6145060	Caulobacterales	204458	O	15849	564	16413	0.00216
SRR6145060	Streptomycetales	85011	O	15431	248	15679	0.00207
SRR6145060	Bacteroidales	171549	O	15289	31	15320	0.00202
SRR6145060	Neisseriales	206351	O	14240	538	14778	0.00195
SRR6145060	Pasteurellales	135625	O	12063	450	12513	0.00165
SRR6145060	Rhodospirillales	204441	O	10055	1122	11177	0.00147
SRR6145060	Tissierellales	1737405	O	8882	1273	10155	0.00134
SRR6145060	Fusobacteriales	203491	O	8337	25	8362	0.00110
SRR6145060	Sphingobacteriales	200666	O	7034	107	7141	0.00094
SRR6145060	Pseudonocardiales	85010	O	6694	-106	6588	0.00087
SRR6145060	Myxococcales	29	O	5896	6	5902	0.00078
SRR6145060	Deinococcales	118964	O	5808	15	5823	0.00077
SRR6145060	Clostridiales	186802	O	5200	125	5325	0.00070
