sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145060	Cutibacterium acnes	1747	S	827	4	831	0.87382
SRR6145060	Homo sapiens	9606	S	42	0	42	0.04416
SRR6145060	Moraxella osloensis	34062	S	36	2	38	0.03996
SRR6145060	Micrococcus luteus	1270	S	9	1	10	0.01052
SRR6145060	Pasteurella multocida	747	S	7	0	7	0.00736
SRR6145060	Staphylococcus epidermidis	1282	S	2	0	2	0.00210
SRR6145060	Prevotella intermedia	28131	S	2	0	2	0.00210
SRR6145060	Anabaena cylindrica	1165	S	1	1	2	0.00210
SRR6145060	Streptococcus cristatus	45634	S	1	0	1	0.00105
SRR6145060	Staphylococcus hominis	1290	S	1	0	1	0.00105
SRR6145060	Staphylococcus caprae	29380	S	1	0	1	0.00105
SRR6145060	Staphylococcus capitis	29388	S	1	0	1	0.00105
SRR6145060	Pseudarthrobacter phenanthrenivorans	361575	S	1	0	1	0.00105
SRR6145060	Prevotella melaninogenica	28132	S	1	0	1	0.00105
SRR6145060	Mycolicibacterium vaccae	1810	S	1	0	1	0.00105
SRR6145060	Dermacoccus nishinomiyaensis	1274	S	1	0	1	0.00105
SRR6145060	Dermabacter vaginalis	1630135	S	1	0	1	0.00105
SRR6145060	Clostridium botulinum	1491	S	1	0	1	0.00105
SRR6145060	Clostridium aceticum	84022	S	1	0	1	0.00105
SRR6145060	Chryseobacterium nakagawai	1241982	S	1	0	1	0.00105
SRR6145060	Halomonas sp. JS92-SW72	2306583	S	1	0	1	0.00105
SRR6145060	Halomonas sp. A3H3	1346287	S	1	0	1	0.00105
SRR6145060	Candidatus Atelocyanobacterium thalassa	713887	S	1	0	1	0.00105
SRR6145060	Acinetobacter sp. ACNIH2	1758189	S	1	0	1	0.00105
