sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145060	Candidatus Nanopelagicaceae	2162846	F	40	2	42	0.00001
SRR6145060	Candidatus Babeliaceae	2497645	F	5	31	36	0.00000
SRR6145060	Candidatus Nitrosocaldaceae	1968910	F	1	33	34	0.00000
SRR6145060	Candidatus Brocadiaceae	1127830	F	11	0	11	0.00000
SRR6145060	Candidatus Midichloriaceae	1328881	F	7	0	7	0.00000
SRR6145060	Candidatus Desulfofervidaceae	1902584	F	7	0	7	0.00000
SRR6145060	Candidatus Methanomethylophilaceae	2517203	F	5	0	5	0.00000
SRR6145060	Candidatus Deianiraeaceae	2603433	F	5	0	5	0.00000
SRR6145060	Candidatus Paracaedibacteraceae	1777752	F	4	0	4	0.00000
SRR6145060	Candidatus Chazhemtobacteraceae	2715733	F	1	0	1	0.00000
SRR6145060	Hominidae	9604	F	6039591	2789	6042380	0.79620
SRR6145060	Propionibacteriaceae	31957	F	375519	5639	381158	0.05022
SRR6145060	Moraxellaceae	468	F	174658	4986	179644	0.02367
SRR6145060	Staphylococcaceae	90964	F	127391	27785	155176	0.02045
SRR6145060	Micrococcaceae	1268	F	87165	5082	92247	0.01216
SRR6145060	Streptococcaceae	1300	F	60955	2146	63101	0.00831
SRR6145060	Corynebacteriaceae	1653	F	44819	1345	46164	0.00608
SRR6145060	Flavobacteriaceae	49546	F	37501	556	38057	0.00501
SRR6145060	Rhodobacteraceae	31989	F	25399	1976	27375	0.00361
SRR6145060	Pseudomonadaceae	135621	F	23448	1307	24755	0.00326
SRR6145060	Methylobacteriaceae	119045	F	22867	845	23712	0.00312
SRR6145060	Dermacoccaceae	145357	F	21467	1025	22492	0.00296
SRR6145060	Sphingomonadaceae	41297	F	20915	1081	21996	0.00290
SRR6145060	Mycobacteriaceae	1762	F	21006	289	21295	0.00281
SRR6145060	Burkholderiaceae	119060	F	19329	637	19966	0.00263
SRR6145060	Microbacteriaceae	85023	F	18033	579	18612	0.00245
SRR6145060	Halomonadaceae	28256	F	18153	222	18375	0.00242
SRR6145060	Gordoniaceae	85026	F	16772	1466	18238	0.00240
SRR6145060	Actinomycetaceae	2049	F	17608	523	18131	0.00239
SRR6145060	Caulobacteraceae	76892	F	15849	564	16413	0.00216
SRR6145060	Xanthomonadaceae	32033	F	15911	440	16351	0.00215
SRR6145060	Streptomycetaceae	2062	F	15431	248	15679	0.00207
SRR6145060	Enterobacteriaceae	543	F	12782	2642	15424	0.00203
SRR6145060	Intrasporangiaceae	85021	F	13816	498	14314	0.00189
SRR6145060	Neisseriaceae	481	F	13661	548	14209	0.00187
SRR6145060	Pasteurellaceae	712	F	12063	450	12513	0.00165
SRR6145060	Nocardiaceae	85025	F	12069	378	12447	0.00164
SRR6145060	Nocardioidaceae	85015	F	10120	220	10340	0.00136
SRR6145060	Comamonadaceae	80864	F	9215	851	10066	0.00133
SRR6145060	Peptoniphilaceae	1570339	F	8828	700	9528	0.00126
SRR6145060	Rhizobiaceae	82115	F	7856	837	8693	0.00115
SRR6145060	Prevotellaceae	171552	F	7600	613	8213	0.00108
SRR6145060	Acetobacteraceae	433	F	7494	692	8186	0.00108
SRR6145060	Oxalobacteraceae	75682	F	7053	322	7375	0.00097
SRR6145060	Sphingobacteriaceae	84566	F	7034	107	7141	0.00094
SRR6145060	Tsukamurellaceae	85028	F	5196	1884	7080	0.00093
SRR6145060	Dietziaceae	85029	F	6232	757	6989	0.00092
SRR6145060	Pseudonocardiaceae	2070	F	6694	-106	6588	0.00087
SRR6145060	Bradyrhizobiaceae	41294	F	6493	140	6633	0.00087
SRR6145060	Deinococcaceae	183710	F	5761	16	5777	0.00076
SRR6145060	Alcaligenaceae	506	F	2395	2582	4977	0.00066
SRR6145060	Porphyromonadaceae	171551	F	4453	130	4583	0.00060
SRR6145060	Fusobacteriaceae	203492	F	4554	20	4574	0.00060
SRR6145060	Veillonellaceae	31977	F	4475	11	4486	0.00059
SRR6145060	Siphoviridae	10699	F	2919	1186	4105	0.00054
SRR6145060	Campylobacteraceae	72294	F	4101	31	4132	0.00054
SRR6145060	Micromonosporaceae	28056	F	3977	56	4033	0.00053
SRR6145060	Leptotrichiaceae	1129771	F	3766	21	3787	0.00050
SRR6145060	Myxococcaceae	31	F	3604	48	3652	0.00048
SRR6145060	Bacillaceae	186817	F	3217	148	3365	0.00044
SRR6145060	Dermabacteraceae	85020	F	3083	91	3174	0.00042
SRR6145060	Yersiniaceae	1903411	F	2857	147	3004	0.00040
SRR6145060	Rhodospirillaceae	41295	F	2526	464	2990	0.00039
SRR6145060	Leuconostocaceae	81850	F	2902	81	2983	0.00039
SRR6145060	Lactobacillaceae	33958	F	2874	76	2950	0.00039
SRR6145060	Brevibacteriaceae	85019	F	2880	117	2997	0.00039
SRR6145060	Erythrobacteraceae	335929	F	2431	218	2649	0.00035
SRR6145060	Aeromonadaceae	84642	F	2454	229	2683	0.00035
SRR6145060	Phyllobacteriaceae	69277	F	2191	86	2277	0.00030
SRR6145060	Erwiniaceae	1903409	F	2077	92	2169	0.00029
SRR6145060	Clostridiaceae	31979	F	2097	12	2109	0.00028
SRR6145060	Aerococcaceae	186827	F	1829	49	1878	0.00025
SRR6145060	Geodermatophilaceae	85030	F	1522	42	1564	0.00021
SRR6145060	Bifidobacteriaceae	31953	F	1587	5	1592	0.00021
SRR6145060	Hymenobacteraceae	1853232	F	1473	7	1480	0.00020
SRR6145060	Cellulomonadaceae	85016	F	1458	64	1522	0.00020
SRR6145060	Bacteroidaceae	815	F	1147	226	1373	0.00018
SRR6145060	Rhodanobacteraceae	1775411	F	1194	60	1254	0.00017
SRR6145060	Zoogloeaceae	2008794	F	964	130	1094	0.00014
SRR6145060	Promicromonosporaceae	85017	F	1021	40	1061	0.00014
SRR6145060	Peptostreptococcaceae	186804	F	979	115	1094	0.00014
SRR6145060	Carnobacteriaceae	186828	F	1070	17	1087	0.00014
SRR6145060	Xanthobacteraceae	335928	F	884	57	941	0.00012
SRR6145060	Thermoguttaceae	2691358	F	5	918	923	0.00012
SRR6145060	Nakamurellaceae	85031	F	927	18	945	0.00012
SRR6145060	Lachnospiraceae	186803	F	860	40	900	0.00012
SRR6145060	Vibrionaceae	641	F	850	11	861	0.00011
SRR6145060	Thermomonosporaceae	2012	F	813	33	846	0.00011
SRR6145060	Shewanellaceae	267890	F	819	36	855	0.00011
SRR6145060	Paenibacillaceae	186822	F	839	-5	834	0.00011
SRR6145060	Hyphomicrobiaceae	45401	F	830	23	853	0.00011
SRR6145060	Frankiaceae	74712	F	716	104	820	0.00011
SRR6145060	Cytophagaceae	89373	F	850	3	853	0.00011
SRR6145060	Chromatiaceae	1046	F	851	8	859	0.00011
SRR6145060	Archangiaceae	39	F	825	10	835	0.00011
SRR6145060	Streptosporangiaceae	2004	F	709	20	729	0.00010
SRR6145060	Polyangiaceae	49	F	589	154	743	0.00010
SRR6145060	Morganellaceae	1903414	F	698	49	747	0.00010
SRR6145060	Enterococcaceae	81852	F	722	45	767	0.00010
SRR6145060	Chitinophagaceae	563835	F	657	0	657	0.00009
SRR6145060	Brucellaceae	118882	F	294	379	673	0.00009
SRR6145060	Tannerellaceae	2005525	F	495	136	631	0.00008
SRR6145060	Sporichthyaceae	85033	F	592	7	599	0.00008
SRR6145060	Pseudoalteromonadaceae	267888	F	612	7	619	0.00008
SRR6145060	Gottschalkiaceae	2042895	F	20	575	595	0.00008
SRR6145060	Alteromonadaceae	72275	F	611	26	637	0.00008
SRR6145060	Pectobacteriaceae	1903410	F	540	8	548	0.00007
SRR6145060	Nostocaceae	1162	F	391	152	543	0.00007
SRR6145060	Chromobacteriaceae	1499392	F	550	18	568	0.00007
SRR6145060	Spirochaetaceae	137	F	427	1	428	0.00006
SRR6145060	Nocardiopsaceae	83676	F	462	12	474	0.00006
SRR6145060	Mycoplasmataceae	2092	F	430	0	430	0.00006
SRR6145060	Leptospiraceae	170	F	84	362	446	0.00006
SRR6145060	Ruminococcaceae	541000	F	320	35	355	0.00005
SRR6145060	Natrialbaceae	1644061	F	403	5	408	0.00005
SRR6145060	Listeriaceae	186820	F	350	42	392	0.00005
SRR6145060	Jiangellaceae	1217100	F	364	6	370	0.00005
SRR6145060	Ectothiorhodospiraceae	72276	F	351	5	356	0.00005
SRR6145060	Desulfovibrionaceae	194924	F	353	0	353	0.00005
SRR6145060	Chroococcidiopsidaceae	1890528	F	288	54	342	0.00005
SRR6145060	Cellvibrionaceae	1706371	F	410	1	411	0.00005
SRR6145060	Calotrichaceae	2661849	F	369	32	401	0.00005
SRR6145060	Bogoriellaceae	145358	F	352	10	362	0.00005
SRR6145060	Synechococcaceae	1890426	F	277	21	298	0.00004
SRR6145060	Selenomonadaceae	1843491	F	328	0	328	0.00004
SRR6145060	Scytonemataceae	1182	F	233	38	271	0.00004
SRR6145060	Ruaniaceae	1331736	F	169	122	291	0.00004
SRR6145060	Planococcaceae	186818	F	318	5	323	0.00004
SRR6145060	Planctomycetaceae	126	F	255	21	276	0.00004
SRR6145060	Myoviridae	10662	F	324	-9	315	0.00004
SRR6145060	Methylocystaceae	31993	F	316	8	324	0.00004
SRR6145060	Methylococcaceae	403	F	191	145	336	0.00004
SRR6145060	Kineosporiaceae	83778	F	315	10	325	0.00004
SRR6145060	Gemmataceae	1914233	F	324	0	324	0.00004
SRR6145060	Beutenbergiaceae	125316	F	322	14	336	0.00004
SRR6145060	Beijerinckiaceae	45404	F	296	14	310	0.00004
SRR6145060	Aurantimonadaceae	255475	F	256	18	274	0.00004
SRR6145060	Thermaceae	188786	F	195	0	195	0.00003
SRR6145060	Spiroplasmataceae	2131	F	196	2	198	0.00003
SRR6145060	Sanguibacteraceae	145360	F	250	8	258	0.00003
SRR6145060	Rubrobacteraceae	84997	F	261	0	261	0.00003
SRR6145060	Rickettsiaceae	775	F	248	0	248	0.00003
