sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145059	Candidatus Saccharibacteria	95818	P	451	0	451	0.00005
SRR6145059	Candidatus Bipolaricaulota	67810	P	14	13	27	0.00000
SRR6145059	Candidatus Gracilibacteria	363464	P	16	0	16	0.00000
SRR6145059	Candidatus Micrarchaeota	1801631	P	4	1	5	0.00000
SRR6145059	Candidatus Lokiarchaeota	1655434	P	5	0	5	0.00000
SRR6145059	Candidatus Korarchaeota	51967	P	2	0	2	0.00000
SRR6145059	Candidatus Geothermarchaeota	1935021	P	2	0	2	0.00000
SRR6145059	Candidatus Cloacimonetes	456828	P	1	0	1	0.00000
SRR6145059	Chordata	7711	P	5310201	3274	5313475	0.63250
SRR6145059	Proteobacteria	1224	P	1690508	11379	1701887	0.20259
SRR6145059	Actinobacteria	201174	P	1136837	1763	1138600	0.13554
SRR6145059	Firmicutes	1239	P	145654	19609	165263	0.01967
SRR6145059	Bacteroidetes	976	P	48304	48	48352	0.00576
SRR6145059	Deinococcus-Thermus	1297	P	11302	12	11314	0.00135
SRR6145059	Uroviricota	2731618	P	4564	555	5119	0.00061
SRR6145059	Fusobacteria	32066	P	3631	18	3649	0.00043
SRR6145059	Planctomycetes	203682	P	3231	1	3232	0.00038
SRR6145059	Cyanobacteria	1117	P	3045	-126	2919	0.00035
SRR6145059	Euryarchaeota	28890	P	2048	-3	2045	0.00024
SRR6145059	Verrucomicrobia	74201	P	748	0	748	0.00009
SRR6145059	Spirochaetes	203691	P	665	-8	657	0.00008
SRR6145059	Cossaviricota	2732415	P	687	-18	669	0.00008
SRR6145059	Tenericutes	544448	P	360	0	360	0.00004
SRR6145059	Chloroflexi	200795	P	312	-12	300	0.00004
SRR6145059	Acidobacteria	57723	P	343	0	343	0.00004
SRR6145059	Gemmatimonadetes	142182	P	253	0	253	0.00003
SRR6145059	Crenarchaeota	28889	P	133	1	134	0.00002
SRR6145059	Thermotogae	200918	P	75	0	75	0.00001
SRR6145059	Synergistetes	508458	P	59	0	59	0.00001
SRR6145059	Saleviricota	2732448	P	2	108	110	0.00001
SRR6145059	Nitrospirae	40117	P	124	0	124	0.00001
SRR6145059	Chlorobi	1090	P	90	0	90	0.00001
SRR6145059	Armatimonadetes	67819	P	47	4	51	0.00001
SRR6145059	candidate division Zixibacteria	1379697	P	7	0	7	0.00000
SRR6145059	Thermodesulfobacteria	200940	P	12	0	12	0.00000
SRR6145059	Thaumarchaeota	651137	P	34	0	34	0.00000
SRR6145059	Preplasmiviricota	2732008	P	2	33	35	0.00000
SRR6145059	Pisuviricota	2732408	P	5	0	5	0.00000
SRR6145059	Phixviricota	2732412	P	29	0	29	0.00000
SRR6145059	Peploviricota	2731361	P	24	0	24	0.00000
SRR6145059	Nucleocytoviricota	2732007	P	42	0	42	0.00000
SRR6145059	Negarnaviricota	2497569	P	13	0	13	0.00000
SRR6145059	Lentisphaerae	256845	P	19	0	19	0.00000
SRR6145059	Kitrinoviricota	2732406	P	3	0	3	0.00000
SRR6145059	Kiritimatiellaeota	134625	P	25	6	31	0.00000
SRR6145059	Ignavibacteriae	1134404	P	10	0	10	0.00000
SRR6145059	Fibrobacteres	65842	P	7	0	7	0.00000
SRR6145059	Elusimicrobia	74152	P	8	0	8	0.00000
SRR6145059	Dictyoglomi	68297	P	7	0	7	0.00000
SRR6145059	Deferribacteres	200930	P	26	0	26	0.00000
SRR6145059	Cressdnaviricota	2732416	P	1	-1	0	0.00000
SRR6145059	Chrysiogenetes	200938	P	7	0	7	0.00000
SRR6145059	Chlamydiae	204428	P	37	0	37	0.00000
SRR6145059	Calditrichaeota	1930617	P	8	0	8	0.00000
SRR6145059	Balneolaeota	1936987	P	9	0	9	0.00000
SRR6145059	Artverviricota	2732409	P	10	19	29	0.00000
SRR6145059	Aquificae	200783	P	29	-2	27	0.00000
