sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
SRR6145059	Cutibacterium	1912216	G	825	1	826	0.56653
SRR6145059	Paraburkholderia	1822464	G	342	0	342	0.23457
SRR6145059	Micrococcus	1269	G	215	0	215	0.14746
SRR6145059	Homo	9605	G	32	0	32	0.02195
SRR6145059	Moraxella	475	G	11	1	12	0.00823
SRR6145059	Burkholderia	32008	G	11	0	11	0.00754
SRR6145059	Staphylococcus	1279	G	4	0	4	0.00274
SRR6145059	Klebsiella	570	G	3	0	3	0.00206
SRR6145059	Corynebacterium	1716	G	3	0	3	0.00206
SRR6145059	Betapapillomavirus	333922	G	3	-1	2	0.00137
SRR6145059	Tessaracoccus	72763	G	1	0	1	0.00069
SRR6145059	Rothia	32207	G	1	0	1	0.00069
SRR6145059	Pseudomonas	286	G	1	0	1	0.00069
SRR6145059	Gammapapillomavirus	325455	G	1	0	1	0.00069
SRR6145059	Enterobacter	547	G	1	0	1	0.00069
SRR6145059	Dermacoccus	57495	G	1	0	1	0.00069
SRR6145059	Deinococcus	1298	G	1	0	1	0.00069
SRR6145059	Acinetobacter	469	G	1	-1	0	0.00000
